1	10.21	16
2	10.42	15
3	10.72	15
4	11.12	16
5	11.98	16
6	12.38	16
7	12.36	17
8	12.74	17
9	12.96	17
10	13.2	16
11	13.34	17
12	13.72	18
13	14.32	18
14	14.6	19
15	14.86	18
16	15.14	18
17	15.1	18
18	15.32	18
19	15.3	18
20	15.54	19
21	15.6	18
22	15.34	17
23	15.3	19
24	15.62	19
25	15.92	19
26	16.02	19
27	16.5	19
28	16.68	19
29	16.66	19
30	16.86	19
31	16.82	19
32	16.76	19
33	17.06	19
34	17.4	19
35	17.66	19
36	17.66	19
37	17.86	19
38	17.66	19
39	17.84	19
40	17.88	19
41	18.02	19
42	18.16	19
43	18.0	19
44	18.04	19
45	18.06	19
46	18.12	19
47	18.42	19
48	18.36	19
49	18.4	19
