1	10.09	14
2	10.38	15
3	11.14	15
4	11.84	15
5	12.16	15
6	12.52	15
7	12.82	16
8	12.88	16
9	13.08	16
10	13.16	17
11	13.64	17
12	13.72	16
13	14.28	17
14	14.88	17
15	14.9	17
16	14.94	17
17	15.32	17
18	15.46	18
19	15.8	18
20	15.8	19
21	15.86	19
22	15.9	19
23	15.64	18
24	15.5	18
25	15.68	18
26	15.96	18
27	16.2	18
28	16.2	19
29	16.56	19
30	16.76	19
31	16.9	19
32	17.28	19
33	17.5	19
34	17.6	19
35	17.64	19
36	17.5	19
37	17.76	19
38	17.68	19
39	17.52	19
40	17.6	19
41	17.7	19
42	17.6	19
43	17.66	19
44	17.86	19
45	17.92	19
46	18.18	19
47	18.36	19
48	18.52	19
49	18.56	19
