1	10.09	15
2	10.6	14
3	11.3	15
4	11.68	14
5	11.84	15
6	12.34	16
7	12.58	16
8	12.44	16
9	12.68	17
10	12.74	16
11	12.88	16
12	13.46	17
13	13.7	16
14	13.76	18
15	13.86	16
16	13.96	17
17	14.04	17
18	14.22	17
19	14.06	17
20	14.54	19
21	15.28	19
22	15.34	19
23	15.42	18
24	15.44	18
25	15.54	18
26	15.3	18
27	15.32	17
28	15.44	18
29	15.64	18
30	15.52	18
31	16.04	18
32	16.12	18
33	15.98	18
34	16.12	18
35	16.28	18
36	16.18	18
37	16.34	19
38	16.36	19
39	16.3	19
40	16.52	19
41	16.62	19
42	16.72	19
43	16.66	19
44	16.52	19
45	16.62	18
46	16.6	18
47	16.56	18
48	16.46	18
49	16.5	18
