1	10.0	16
2	9.8	15
3	10.48	16
4	10.88	17
5	12.2	17
6	12.66	17
7	13.18	17
8	13.2	17
9	13.32	17
10	13.3	17
11	13.22	17
12	13.66	17
13	13.76	17
14	14.14	18
15	14.12	18
16	14.44	19
17	14.52	19
18	14.44	19
19	14.9	19
20	15.22	19
21	14.98	19
22	15.3	19
23	15.78	19
24	15.88	19
25	16.14	19
26	16.2	19
27	16.54	19
28	16.46	19
29	16.46	19
30	16.74	19
31	17.14	19
32	17.18	19
33	17.34	19
34	17.52	19
35	18.02	19
36	18.52	19
37	18.64	19
38	18.62	19
39	18.52	19
40	18.54	19
41	18.68	19
42	18.68	19
43	18.66	19
44	18.74	19
45	18.9	19
46	18.82	19
47	18.88	19
48	18.96	19
49	18.96	19
