1	10.16	16
2	10.52	14
3	10.78	15
4	11.44	14
5	11.96	14
6	11.86	15
7	12.28	16
8	12.92	17
9	12.98	16
10	12.82	16
11	12.7	16
12	13.06	16
13	13.22	16
14	13.7	16
15	13.92	16
16	14.1	16
17	14.1	17
18	13.84	16
19	13.92	16
20	13.84	16
21	13.8	16
22	13.84	16
23	14.0	16
24	14.22	16
25	14.32	16
26	14.5	16
27	14.76	17
28	14.94	17
29	14.96	17
30	15.2	17
31	15.32	17
32	15.62	17
33	15.7	17
34	15.78	17
35	15.82	17
36	15.92	18
37	16.12	18
38	16.26	18
39	16.36	18
40	16.62	18
41	16.56	18
42	16.6	17
43	16.7	17
44	16.7	17
45	16.62	17
46	16.64	17
47	16.6	17
48	16.66	17
49	16.58	17
