1	9.78	14
2	10.06	14
3	10.6	14
4	10.84	15
5	11.32	15
6	12.24	15
7	12.44	15
8	12.62	16
9	13.0	16
10	12.86	16
11	13.24	18
12	13.56	16
13	13.98	17
14	13.72	17
15	13.96	17
16	14.08	17
17	14.32	17
18	14.72	17
19	14.62	17
20	14.94	18
21	14.86	18
22	15.58	19
23	15.88	18
24	16.12	18
25	16.02	18
26	16.28	18
27	16.3	18
28	16.58	18
29	16.84	18
30	16.8	18
31	17.28	18
32	17.6	18
33	17.42	18
34	17.44	18
35	17.38	18
36	17.56	18
37	17.7	18
38	17.68	18
39	17.72	18
40	17.8	18
41	17.78	18
42	17.78	18
43	17.7	18
44	17.8	18
45	17.78	18
46	17.82	18
47	17.74	18
48	17.74	18
49	17.68	18
