1	10.23	18
2	10.64	15
3	11.24	15
4	11.34	16
5	11.9	16
6	12.9	16
7	13.5	17
8	13.74	17
9	14.48	17
10	14.4	17
11	14.64	17
12	14.6	17
13	14.84	18
14	15.12	19
15	15.78	19
16	15.92	19
17	16.2	19
18	16.52	19
19	16.22	19
20	16.66	19
21	16.7	19
22	16.88	19
23	17.3	19
24	17.48	19
25	17.6	19
26	17.92	19
27	18.0	19
28	18.14	19
29	18.26	19
30	18.36	19
31	18.34	19
32	18.24	19
33	18.18	19
34	18.14	19
35	18.34	19
36	18.26	19
37	18.28	19
38	18.3	19
39	18.48	19
40	18.48	19
41	18.48	19
42	18.44	19
43	18.32	19
44	18.26	19
45	18.4	19
46	18.34	19
47	18.38	19
48	18.36	19
49	18.4	19
