1	10.02	17
2	11.14	14
3	10.98	15
4	10.54	14
5	10.76	14
6	11.14	14
7	11.44	16
8	12.18	16
9	12.36	15
10	13.0	16
11	13.12	16
12	13.56	16
13	13.88	17
14	13.96	17
15	13.98	17
16	14.02	17
17	14.16	16
18	14.36	16
19	14.22	17
20	14.26	17
21	14.36	17
22	14.26	17
23	14.32	18
24	14.28	18
25	14.2	17
26	14.1	17
27	14.34	18
28	14.3	17
29	14.54	17
30	14.68	18
31	14.68	18
32	14.78	17
33	15.04	17
34	15.3	17
35	15.18	16
36	15.36	17
37	15.24	17
38	15.42	17
39	15.44	17
40	15.68	17
41	15.78	17
42	15.84	17
43	15.92	17
44	15.88	17
45	16.06	17
46	16.08	17
47	16.06	17
48	16.06	17
49	16.2	17
