1	9.78	16
2	10.48	15
3	10.66	15
4	11.02	14
5	11.7	14
6	11.84	16
7	12.42	16
8	12.56	16
9	12.58	17
10	12.86	17
11	13.0	15
12	13.42	17
13	13.78	17
14	13.94	17
15	14.06	17
16	14.06	17
17	14.58	17
18	15.02	17
19	15.18	17
20	15.22	17
21	15.52	17
22	15.92	17
23	16.02	17
24	15.94	17
25	16.04	18
26	16.06	17
27	16.14	17
28	16.2	17
29	16.08	17
30	16.2	17
31	16.26	17
32	16.32	17
33	16.46	17
34	16.64	17
35	16.72	17
36	16.8	17
37	16.84	17
38	16.9	17
39	16.96	17
40	16.96	17
41	17.0	17
42	17.0	17
43	17.0	17
44	17.0	17
45	17.0	17
46	17.0	17
47	17.0	17
48	17.0	17
49	17.0	17
