1	9.64	17
2	10.34	15
3	10.66	15
4	11.32	16
5	11.96	16
6	12.16	16
7	12.96	16
8	13.74	17
9	14.16	17
10	14.7	17
11	14.58	18
12	14.4	18
13	14.42	17
14	14.44	16
15	14.6	17
16	14.62	16
17	14.72	17
18	14.86	16
19	15.02	16
20	15.12	17
21	15.16	17
22	15.3	17
23	15.5	17
24	15.54	17
25	15.44	17
26	15.36	17
27	15.52	17
28	15.8	17
29	15.88	17
30	15.92	17
31	16.14	17
32	16.1	17
33	16.1	17
34	16.1	17
35	16.16	17
36	16.24	17
37	16.3	17
38	16.4	17
39	16.44	17
40	16.4	17
41	16.5	17
42	16.48	17
43	16.6	17
44	16.52	17
45	16.58	17
46	16.62	17
47	16.6	17
48	16.58	17
49	16.62	17
