1	10.05	16
2	10.36	16
3	10.42	16
4	10.88	17
5	11.48	17
6	12.6	16
7	13.68	17
8	13.44	17
9	14.08	18
10	14.04	17
11	13.88	16
12	14.18	18
13	14.26	18
14	14.28	17
15	14.2	16
16	14.44	17
17	14.34	17
18	14.36	16
19	14.68	17
20	14.54	17
21	14.54	16
22	14.82	17
23	14.7	16
24	14.98	17
25	15.18	17
26	15.3	17
27	15.34	17
28	15.46	17
29	15.42	18
30	15.38	18
31	15.32	18
32	15.4	18
33	15.46	17
34	15.56	17
35	15.5	17
36	15.64	17
37	15.7	17
38	15.76	17
39	15.76	17
40	15.72	17
41	15.76	17
42	15.7	18
43	15.74	18
44	15.96	18
45	15.94	18
46	16.18	17
47	16.04	17
48	15.92	17
49	16.04	18
