1	10.17	17
2	10.06	15
3	10.84	14
4	10.7	16
5	10.68	16
6	10.5	16
7	11.06	16
8	11.48	16
9	12.24	17
10	12.1	16
11	12.1	16
12	12.48	16
13	12.34	16
14	12.58	15
15	12.84	16
16	13.24	17
17	13.38	17
18	13.72	18
19	13.92	18
20	14.46	18
21	14.68	18
22	15.12	19
23	15.4	19
24	15.6	19
25	15.86	19
26	16.04	19
27	16.16	19
28	16.02	19
29	16.1	19
30	15.96	19
31	15.86	18
32	15.94	18
33	16.14	18
34	16.5	19
35	16.6	19
36	16.98	19
37	16.8	19
38	16.78	19
39	16.9	19
40	16.78	19
41	16.9	19
42	17.2	19
43	17.58	19
44	17.62	19
45	17.86	19
46	17.88	19
47	17.88	19
48	18.08	19
49	17.98	19
