1	9.84	16
2	10.12	15
3	10.94	16
4	11.34	16
5	12.0	16
6	13.14	17
7	14.26	18
8	14.42	18
9	14.16	18
10	14.28	19
11	14.32	17
12	14.32	17
13	14.7	17
14	14.64	17
15	14.78	17
16	14.86	17
17	14.66	17
18	14.7	17
19	14.76	17
20	14.6	17
21	14.76	17
22	14.64	18
23	14.74	17
24	14.72	17
25	14.64	18
26	15.04	18
27	15.18	18
28	15.06	18
29	15.12	18
30	15.02	17
31	14.78	17
32	14.9	17
33	15.24	17
34	15.56	18
35	15.72	18
36	15.72	18
37	15.84	18
38	15.7	18
39	15.64	18
40	15.64	17
41	15.74	17
42	15.88	17
43	15.96	17
44	16.06	17
45	16.36	18
46	16.16	17
47	16.04	17
48	15.84	17
49	15.84	18
