1	9.8	15
2	10.4	13
3	10.62	17
4	10.98	16
5	11.08	14
6	11.44	14
7	11.82	16
8	11.96	15
9	11.56	15
10	11.16	14
11	11.16	14
12	11.28	14
13	11.32	14
14	11.46	14
15	11.42	14
16	11.52	16
17	11.8	15
18	11.78	16
19	11.74	15
20	11.88	15
21	12.02	15
22	12.16	15
23	12.48	16
24	12.8	16
25	12.82	16
26	13.14	16
27	13.46	16
28	13.58	17
29	13.68	17
30	14.2	17
31	14.36	17
32	14.66	18
33	14.58	18
34	14.92	18
35	15.52	18
36	15.9	18
37	16.0	18
38	15.58	18
39	15.32	18
40	15.46	18
41	15.52	18
42	15.48	18
43	15.98	18
44	15.76	18
45	15.88	18
46	15.8	19
47	15.84	18
48	15.88	18
49	15.88	18
