1	9.89	15
2	10.84	17
3	10.94	15
4	11.86	16
5	12.38	16
6	12.74	15
7	12.78	16
8	13.08	16
9	13.0	16
10	12.78	16
11	12.82	16
12	13.16	16
13	13.62	17
14	13.8	19
15	13.82	17
16	13.68	17
17	13.62	17
18	13.5	17
19	13.4	17
20	13.9	17
21	14.4	17
22	14.42	17
23	14.72	17
24	14.6	17
25	14.8	17
26	15.04	17
27	15.14	18
28	15.1	18
29	15.2	18
30	15.4	18
31	15.54	18
32	15.7	18
33	15.88	18
34	15.7	18
35	16.36	18
36	16.3	18
37	16.62	18
38	16.88	19
39	16.98	19
40	17.02	18
41	17.04	18
42	16.84	19
43	16.94	19
44	16.88	18
45	16.98	18
46	16.94	18
47	16.86	18
48	16.9	18
49	16.9	18
